entity_id,type,debit,credit,amount,currency,fee,tax,on_hold,settled,created_at,settled_at,settlement_id,settlement_utr,credit_type,payment_id,order_id,dispute_id,method,card_network,card_issuer,card_type,description
pay_GpZREDltGedTny,payment,0.00,22635.00,22635.00,INR,0.00,0.00,false,true,2026-08-07T20:21:00,2026-08-09T11:00:00,setl_5P60SVmEwNqZSf,ICICH18772403742,default,pay_GpZREDltGedTny,order_s5ecsCOB18aWc1,,upi,,,,
pay_HJt9gsgMXCczPC,payment,0.00,39628.17,40586.00,INR,957.83,146.11,false,true,2026-08-07T15:52:00,2026-08-09T11:00:00,setl_5P60SVmEwNqZSf,ICICH18772403742,default,pay_HJt9gsgMXCczPC,order_LcqYhkx6jmw7OP,,card,RuPay,HDFC Bank,debit,
pay_2HknPncDlNfhEK,payment,0.00,21292.00,21292.00,INR,0.00,0.00,false,true,2026-08-07T11:13:00,2026-08-09T11:00:00,setl_5P60SVmEwNqZSf,ICICH18772403742,default,pay_2HknPncDlNfhEK,order_mURa2I267swj7j,,upi,,,,
pay_SHkF9PF9LBzcGr,payment,0.00,1178.00,1178.00,INR,0.00,0.00,false,true,2026-08-07T16:10:00,2026-08-09T11:00:00,setl_5P60SVmEwNqZSf,ICICH18772403742,default,pay_SHkF9PF9LBzcGr,order_MYxaN5JrK2R2f3,,upi,,,,
pay_rWfhukRocXe0PF,payment,0.00,1032.00,1032.00,INR,0.00,0.00,false,true,2026-08-07T21:10:00,2026-08-09T11:00:00,setl_5P60SVmEwNqZSf,ICICH18772403742,default,pay_rWfhukRocXe0PF,order_M9JFSVUEcWEHaM,,upi,,,,
pay_QZF7esCcnkWOWg,payment,0.00,7246.84,7422.00,INR,175.16,26.72,false,true,2026-08-07T12:53:00,2026-08-09T11:00:00,setl_5P60SVmEwNqZSf,ICICH18772403742,default,pay_QZF7esCcnkWOWg,order_ScWy9dKYYVPeOF,,card,Visa,ICICI Bank,debit,
pay_nbV53aRy0Cp279,payment,0.00,1452.88,1488.00,INR,35.12,5.36,false,true,2026-08-07T17:59:00,2026-08-09T11:00:00,setl_5P60SVmEwNqZSf,ICICH18772403742,default,pay_nbV53aRy0Cp279,order_jtWeGz9AnpYU8M,,card,MasterCard,SBI Cards,debit,
pay_WuLYGaAQ9c1kuk,payment,0.00,3786.00,3786.00,INR,0.00,0.00,false,true,2026-08-07T09:33:00,2026-08-09T11:00:00,setl_5P60SVmEwNqZSf,ICICH18772403742,default,pay_WuLYGaAQ9c1kuk,order_Nb3xFKRHIP1Exk,,upi,,,,
pay_VTcLDbvVzmxdEb,payment,0.00,18696.00,18696.00,INR,0.00,0.00,false,true,2026-08-07T22:48:00,2026-08-09T11:00:00,setl_5P60SVmEwNqZSf,ICICH18772403742,default,pay_VTcLDbvVzmxdEb,order_1PbWiuyqMhBFml,,upi,,,,
pay_jhinSpE7JGGi8w,payment,0.00,43016.00,43016.00,INR,0.00,0.00,false,true,2026-08-07T08:35:00,2026-08-09T11:00:00,setl_5P60SVmEwNqZSf,ICICH18772403742,default,pay_jhinSpE7JGGi8w,order_ic3TMvjb6dxJpE,,upi,,,,
pay_vgZRAO2YjLUi5X,payment,0.00,617.60,631.00,INR,13.40,2.04,false,true,2026-08-07T11:13:00,2026-08-09T11:00:00,setl_5P60SVmEwNqZSf,ICICH18772403742,default,pay_vgZRAO2YjLUi5X,order_cZyjTKqyRPyF5K,,wallet,,,,
pay_Sv45eqSGph1h68,payment,0.00,3126.00,3126.00,INR,0.00,0.00,false,true,2026-08-07T16:47:00,2026-08-09T11:00:00,setl_5P60SVmEwNqZSf,ICICH18772403742,default,pay_Sv45eqSGph1h68,order_Fp7lqTwptZzsul,,upi,,,,
pay_Pd0sBmFGmchGNx,payment,0.00,228.00,228.00,INR,0.00,0.00,false,true,2026-08-07T15:28:00,2026-08-09T11:00:00,setl_5P60SVmEwNqZSf,ICICH18772403742,default,pay_Pd0sBmFGmchGNx,order_jMmX4c6kFjf14a,,upi,,,,
pay_Fa1ddYMSE0SZcI,payment,0.00,1185.00,1185.00,INR,0.00,0.00,false,true,2026-08-07T14:51:00,2026-08-09T11:00:00,setl_5P60SVmEwNqZSf,ICICH18772403742,default,pay_Fa1ddYMSE0SZcI,order_zijhSR9br4QvIk,,upi,,,,
pay_7SaXtBEI44GVpY,payment,0.00,289.99,297.00,INR,7.01,1.07,false,true,2026-08-07T15:14:00,2026-08-09T11:00:00,setl_5P60SVmEwNqZSf,ICICH18772403742,default,pay_7SaXtBEI44GVpY,order_YlGXRPapv4lQsV,,card,Amex,Kotak,debit,
pay_C9bMrea4RSASoT,payment,0.00,40308.00,40308.00,INR,0.00,0.00,false,true,2026-08-07T19:16:00,2026-08-09T11:00:00,setl_5P60SVmEwNqZSf,ICICH18772403742,default,pay_C9bMrea4RSASoT,order_47JfL6FB2agEYF,,upi,,,,
pay_PZX9VJV0aoiu3k,payment,0.00,33540.00,33540.00,INR,0.00,0.00,false,true,2026-08-07T13:04:00,2026-08-09T11:00:00,setl_5P60SVmEwNqZSf,ICICH18772403742,default,pay_PZX9VJV0aoiu3k,order_j2ckBuxMZokI40,,upi,,,,
pay_pPI3rDBfm3uwiQ,payment,0.00,1698.39,1729.00,INR,30.61,4.67,false,true,2026-08-07T19:07:00,2026-08-09T11:00:00,setl_5P60SVmEwNqZSf,ICICH18772403742,default,pay_pPI3rDBfm3uwiQ,order_0BHpwUst5mANe8,,netbanking,,,,
pay_OIrcWdiZEe1nlF,payment,0.00,578.00,578.00,INR,0.00,0.00,false,true,2026-08-07T20:33:00,2026-08-09T11:00:00,setl_5P60SVmEwNqZSf,ICICH18772403742,default,pay_OIrcWdiZEe1nlF,order_5rlLXgHGYWtB3y,,upi,,,,
pay_Kqd0MuwSIRLhWT,payment,0.00,13235.78,13523.00,INR,287.22,43.81,false,true,2026-08-07T16:23:00,2026-08-09T11:00:00,setl_5P60SVmEwNqZSf,ICICH18772403742,default,pay_Kqd0MuwSIRLhWT,order_IaF5VxbMhGqOrE,,wallet,,,,
pay_XXGyUtIXG5V1hO,payment,0.00,1013.99,1036.00,INR,22.01,3.36,false,true,2026-08-07T20:58:00,2026-08-09T11:00:00,setl_5P60SVmEwNqZSf,ICICH18772403742,default,pay_XXGyUtIXG5V1hO,order_1PbNTwQRzxQDrq,,wallet,,,,
pay_GUwk6YoTM8uXNp,payment,0.00,7671.57,7857.00,INR,185.43,28.29,false,true,2026-08-07T12:11:00,2026-08-09T11:00:00,setl_5P60SVmEwNqZSf,ICICH18772403742,default,pay_GUwk6YoTM8uXNp,order_2nkPaMrYMBRZDx,,card,Amex,HDFC Bank,debit,
pay_GFacDABKdKZuFe,payment,0.00,2124.65,2176.00,INR,51.35,7.83,false,true,2026-08-07T14:49:00,2026-08-09T11:00:00,setl_5P60SVmEwNqZSf,ICICH18772403742,default,pay_GFacDABKdKZuFe,order_mNhB6Yru0OG836,,card,Amex,SBI Cards,debit,
pay_tDWJZ8qvRai9pf,payment,0.00,178.00,178.00,INR,0.00,0.00,false,true,2026-08-07T20:29:00,2026-08-09T11:00:00,setl_5P60SVmEwNqZSf,ICICH18772403742,default,pay_tDWJZ8qvRai9pf,order_qEDJGmmyLPeWW8,,upi,,,,
pay_vfvtU2SYfDTW7w,payment,0.00,277.01,282.00,INR,4.99,0.76,false,true,2026-08-07T22:25:00,2026-08-09T11:00:00,setl_5P60SVmEwNqZSf,ICICH18772403742,default,pay_vfvtU2SYfDTW7w,order_X971pUvfQd3GMx,,netbanking,,,,
rfnd_9EhQrxLYjIQQhG,refund,122.00,0.00,122.00,INR,0.00,0.00,false,true,2026-08-09T09:00:00,2026-08-09T11:00:00,setl_5P60SVmEwNqZSf,ICICH18772403742,default,pay_Sw3t0WL05N5Dtj,order_V7iMI6fkXvNiob,,card,RuPay,HDFC Bank,credit,
rfnd_GfCDLa4VqXXwyY,refund,833.00,0.00,833.00,INR,0.00,0.00,false,true,2026-08-09T09:00:00,2026-08-09T11:00:00,setl_5P60SVmEwNqZSf,ICICH18772403742,default,pay_DIV4mYDpAETryS,order_mRHrECnofLaBRG,,upi,,,,
rfnd_1orvd9oNZbOsgB,refund,242.00,0.00,242.00,INR,0.00,0.00,false,true,2026-08-09T09:00:00,2026-08-09T11:00:00,setl_5P60SVmEwNqZSf,ICICH18772403742,default,pay_EqcPd2NfIp6e67,order_LNVCOqSBKa3oMD,,card,MasterCard,HDFC Bank,credit,
rfnd_K3ZwR7JM5IpHcn,refund,243.00,0.00,243.00,INR,0.00,0.00,false,true,2026-08-09T09:00:00,2026-08-09T11:00:00,setl_5P60SVmEwNqZSf,ICICH18772403742,default,pay_EqcPd2NfIp6e67,order_LNVCOqSBKa3oMD,,card,MasterCard,SBI Cards,credit,
rfnd_A0t5wgreFk0Ig3,refund,187.00,0.00,187.00,INR,0.00,0.00,false,true,2026-08-09T09:00:00,2026-08-09T11:00:00,setl_5P60SVmEwNqZSf,ICICH18772403742,default,pay_OIrcWdiZEe1nlF,order_5rlLXgHGYWtB3y,,upi,,,,
rfnd_Ss1lcqbu5fBJnH,refund,188.00,0.00,188.00,INR,0.00,0.00,false,true,2026-08-09T09:00:00,2026-08-09T11:00:00,setl_5P60SVmEwNqZSf,ICICH18772403742,default,pay_OIrcWdiZEe1nlF,order_5rlLXgHGYWtB3y,,upi,,,,
pay_DHk1LKwAzddkih,payment,0.00,25183.22,25637.00,INR,453.78,69.22,false,true,2026-08-08T10:03:00,2026-08-10T11:00:00,setl_biKch5gGOzawKB,ICICH44416238859,default,pay_DHk1LKwAzddkih,order_U9yIRr5ng225YD,,netbanking,,,,
pay_owCSN4cjdwYN2m,payment,0.00,1400.00,1400.00,INR,0.00,0.00,false,true,2026-08-08T19:12:00,2026-08-10T11:00:00,setl_biKch5gGOzawKB,ICICH44416238859,default,pay_owCSN4cjdwYN2m,order_tNnMsEOa4gDIp5,,upi,,,,
pay_b6EuJgDai52AiN,payment,0.00,16160.00,16160.00,INR,0.00,0.00,false,true,2026-08-08T11:24:00,2026-08-10T11:00:00,setl_biKch5gGOzawKB,ICICH44416238859,default,pay_b6EuJgDai52AiN,order_sAvKqnYGQW4GpC,,upi,,,,
pay_bcWBrthB25esJY,payment,0.00,1953.78,2001.00,INR,47.22,7.20,false,true,2026-08-08T09:09:00,2026-08-10T11:00:00,setl_biKch5gGOzawKB,ICICH44416238859,default,pay_bcWBrthB25esJY,order_D5aLD1dPEmYwIB,,card,Amex,ICICI Bank,credit,
pay_cdIjkBT9jv250k,payment,0.00,7065.23,7236.00,INR,170.77,26.05,false,true,2026-08-08T08:12:00,2026-08-10T11:00:00,setl_biKch5gGOzawKB,ICICH44416238859,default,pay_cdIjkBT9jv250k,order_KlfxZGqTDSWBMj,,card,Visa,Kotak,credit,
pay_eUUWOZT8NMpep2,payment,0.00,7728.00,7728.00,INR,0.00,0.00,false,true,2026-08-08T16:23:00,2026-08-10T11:00:00,setl_biKch5gGOzawKB,ICICH44416238859,default,pay_eUUWOZT8NMpep2,order_EeGrtwegDqMoKb,,upi,,,,
pay_1SZwVn5ppwzjMy,payment,0.00,1361.00,1361.00,INR,0.00,0.00,false,true,2026-08-08T16:04:00,2026-08-10T11:00:00,setl_biKch5gGOzawKB,ICICH44416238859,default,pay_1SZwVn5ppwzjMy,order_XXzMkt3v7fkFjj,,upi,,,,
pay_BrwYpjb8tZSIGN,payment,0.00,40368.00,40368.00,INR,0.00,0.00,false,true,2026-08-08T20:52:00,2026-08-10T11:00:00,setl_biKch5gGOzawKB,ICICH44416238859,default,pay_BrwYpjb8tZSIGN,order_QcCA8CgLp6bvaQ,,upi,,,,
pay_v5PC60Gj97RC4i,payment,0.00,18005.56,18330.00,INR,324.44,49.49,false,true,2026-08-08T18:59:00,2026-08-10T11:00:00,setl_biKch5gGOzawKB,ICICH44416238859,default,pay_v5PC60Gj97RC4i,order_KzEk7jiQP4jwoz,,netbanking,,,,
pay_exc9oOlFEPXkU9,payment,0.00,738.16,756.00,INR,17.84,2.72,false,true,2026-08-08T17:48:00,2026-08-10T11:00:00,setl_biKch5gGOzawKB,ICICH44416238859,default,pay_exc9oOlFEPXkU9,order_hRxBFSb0RhjvKs,,card,Amex,HDFC Bank,debit,
pay_cRrMe8tayaLeLJ,payment,0.00,6685.00,6685.00,INR,0.00,0.00,false,true,2026-08-08T07:28:00,2026-08-10T11:00:00,setl_biKch5gGOzawKB,ICICH44416238859,default,pay_cRrMe8tayaLeLJ,order_cgGTNXscypejom,,upi,,,,
pay_ZHgU19BF2OGn6B,payment,0.00,3942.95,4014.00,INR,71.05,10.84,false,true,2026-08-08T18:38:00,2026-08-10T11:00:00,setl_biKch5gGOzawKB,ICICH44416238859,default,pay_ZHgU19BF2OGn6B,order_jCK5tydoKvtV2n,,netbanking,,,,
pay_OWBcyWExpXgIn8,payment,0.00,11416.00,11416.00,INR,0.00,0.00,false,true,2026-08-08T20:17:00,2026-08-10T11:00:00,setl_biKch5gGOzawKB,ICICH44416238859,default,pay_OWBcyWExpXgIn8,order_GIqnS3sRMibkqN,,upi,,,,
pay_oMSyLdbcyDwS98,payment,0.00,33081.41,33881.00,INR,799.59,121.97,false,true,2026-08-08T09:07:00,2026-08-10T11:00:00,setl_biKch5gGOzawKB,ICICH44416238859,default,pay_oMSyLdbcyDwS98,order_ZbnmuFuZCgFTVE,,card,RuPay,ICICI Bank,debit,
pay_Fojj5oiDNiQTkP,payment,0.00,5834.00,5834.00,INR,0.00,0.00,false,true,2026-08-08T12:33:00,2026-08-10T11:00:00,setl_biKch5gGOzawKB,ICICH44416238859,default,pay_Fojj5oiDNiQTkP,order_0BC9HSE5idIinA,,upi,,,,
pay_k3W4GtoPYjDOO1,payment,0.00,21257.00,21257.00,INR,0.00,0.00,false,true,2026-08-08T11:24:00,2026-08-10T11:00:00,setl_biKch5gGOzawKB,ICICH44416238859,default,pay_k3W4GtoPYjDOO1,order_4dD3Vgo3XWOuFx,,upi,,,,
pay_kfFBzJy7r26vPU,payment,0.00,1779.00,1779.00,INR,0.00,0.00,false,true,2026-08-08T07:12:00,2026-08-10T11:00:00,setl_biKch5gGOzawKB,ICICH44416238859,default,pay_kfFBzJy7r26vPU,order_ME8F16h2CQmezk,,upi,,,,
pay_zQ6BoP3GvGCP2S,payment,0.00,5115.82,5208.00,INR,92.18,14.06,false,true,2026-08-08T11:40:00,2026-08-10T11:00:00,setl_biKch5gGOzawKB,ICICH44416238859,default,pay_zQ6BoP3GvGCP2S,order_KwFV0rwlHCkLrv,,netbanking,,,,
pay_6V4lvFHbmcYrup,payment,0.00,28583.13,29274.00,INR,690.87,105.39,false,true,2026-08-08T21:13:00,2026-08-10T11:00:00,setl_biKch5gGOzawKB,ICICH44416238859,default,pay_6V4lvFHbmcYrup,order_ECxgI0t4sDlQgq,,card,MasterCard,SBI Cards,debit,
pay_f9qGkggoqiT1Ci,payment,0.00,10653.00,10653.00,INR,0.00,0.00,false,true,2026-08-08T21:17:00,2026-08-10T11:00:00,setl_biKch5gGOzawKB,ICICH44416238859,default,pay_f9qGkggoqiT1Ci,order_spk8aeHVJWMJtT,,upi,,,,
pay_WhSvTh3Rew9DIn,payment,0.00,17213.83,17524.00,INR,310.17,47.31,false,true,2026-08-08T09:56:00,2026-08-10T11:00:00,setl_biKch5gGOzawKB,ICICH44416238859,default,pay_WhSvTh3Rew9DIn,order_0Cf8Ydq1sPA6bA,,netbanking,,,,
pay_IZ7sAvntv7ptJr,payment,0.00,1025.00,1025.00,INR,0.00,0.00,false,true,2026-08-08T19:38:00,2026-08-10T11:00:00,setl_biKch5gGOzawKB,ICICH44416238859,default,pay_IZ7sAvntv7ptJr,order_ngOM7sq2xSEgHM,,upi,,,,
pay_j8FovFNxupC29S,payment,0.00,561.00,561.00,INR,0.00,0.00,false,true,2026-08-08T10:09:00,2026-08-10T11:00:00,setl_biKch5gGOzawKB,ICICH44416238859,default,pay_j8FovFNxupC29S,order_OHeZa2tvI2bFHx,,upi,,,,
pay_n435B7GivroAfs,payment,0.00,417.00,417.00,INR,0.00,0.00,false,true,2026-08-08T08:55:00,2026-08-10T11:00:00,setl_biKch5gGOzawKB,ICICH44416238859,default,pay_n435B7GivroAfs,order_TAPdUMtCFOh0AL,,upi,,,,
pay_sLWXhgBqYxV1Ka,payment,0.00,2474.20,2534.00,INR,59.80,9.12,false,true,2026-08-08T09:39:00,2026-08-10T11:00:00,setl_biKch5gGOzawKB,ICICH44416238859,default,pay_sLWXhgBqYxV1Ka,order_KfXD1G1xcOe9H1,,card,Amex,SBI Cards,credit,
pay_0EHCu1etWKhclV,payment,0.00,341.74,350.00,INR,8.26,1.26,false,true,2026-08-08T16:19:00,2026-08-10T11:00:00,setl_biKch5gGOzawKB,ICICH44416238859,default,pay_0EHCu1etWKhclV,order_8GiuCWAQZdzc1U,,card,Visa,SBI Cards,debit,
pay_oWdz42Mg6oL2Qd,payment,0.00,7119.00,7119.00,INR,0.00,0.00,false,true,2026-08-08T09:25:00,2026-08-10T11:00:00,setl_biKch5gGOzawKB,ICICH44416238859,default,pay_oWdz42Mg6oL2Qd,order_k2GCeLTiQqikWL,,upi,,,,
pay_6R6xzsUIs6t6Sz,payment,0.00,35815.33,36681.00,INR,865.67,132.05,false,true,2026-08-08T08:30:00,2026-08-10T11:00:00,setl_biKch5gGOzawKB,ICICH44416238859,default,pay_6R6xzsUIs6t6Sz,order_ZYR0ZOgM6ss2P5,,card,MasterCard,Kotak,credit,
pay_KzaTS9QpfzkKzf,payment,0.00,223.00,223.00,INR,0.00,0.00,false,true,2026-08-08T21:10:00,2026-08-10T11:00:00,setl_biKch5gGOzawKB,ICICH44416238859,default,pay_KzaTS9QpfzkKzf,order_m8DbIifGCBRt2k,,upi,,,,
pay_EbwEkrULIFUGg4,payment,0.00,5202.26,5328.00,INR,125.74,19.18,false,true,2026-08-08T11:21:00,2026-08-10T11:00:00,setl_biKch5gGOzawKB,ICICH44416238859,default,pay_EbwEkrULIFUGg4,order_Q29AQLg4TvVGvs,,card,RuPay,Axis Bank,debit,
pay_pJxlahhHPzjMKQ,payment,0.00,7285.00,7285.00,INR,0.00,0.00,false,true,2026-08-08T09:10:00,2026-08-10T11:00:00,setl_biKch5gGOzawKB,ICICH44416238859,default,pay_pJxlahhHPzjMKQ,order_NqJrMC9Oi104EN,,upi,,,,
pay_WkrHPWp67LB16q,payment,0.00,1453.80,1480.00,INR,26.20,4.00,false,true,2026-08-08T09:56:00,2026-08-10T11:00:00,setl_biKch5gGOzawKB,ICICH44416238859,default,pay_WkrHPWp67LB16q,order_Xb0TFkeQCZBKbW,,netbanking,,,,
pay_DQWYuzN2Lr5sG8,payment,0.00,2678.00,2678.00,INR,0.00,0.00,false,true,2026-08-08T10:33:00,2026-08-10T11:00:00,setl_biKch5gGOzawKB,ICICH44416238859,default,pay_DQWYuzN2Lr5sG8,order_zfWllLYkxvI7RN,,upi,,,,
pay_Ta68yTQvo0g8Nv,payment,0.00,142.55,146.00,INR,3.45,0.53,false,true,2026-08-08T13:16:00,2026-08-10T11:00:00,setl_biKch5gGOzawKB,ICICH44416238859,default,pay_Ta68yTQvo0g8Nv,order_Ai7jfM5JRz9DlR,,card,MasterCard,Axis Bank,debit,
pay_FkrvmK9jrKFFrh,payment,0.00,4953.00,4953.00,INR,0.00,0.00,false,true,2026-08-08T08:43:00,2026-08-10T11:00:00,setl_biKch5gGOzawKB,ICICH44416238859,default,pay_FkrvmK9jrKFFrh,order_AGtXQlnppBFDx1,,upi,,,,
pay_e49KSwjzUVytR0,payment,0.00,23454.00,23454.00,INR,0.00,0.00,false,true,2026-08-08T19:35:00,2026-08-10T11:00:00,setl_biKch5gGOzawKB,ICICH44416238859,default,pay_e49KSwjzUVytR0,order_M9vRg53KrKXDTI,,upi,,,,
pay_MgKnkRFCfYZhHS,payment,0.00,44267.00,44267.00,INR,0.00,0.00,false,true,2026-08-08T10:28:00,2026-08-10T11:00:00,setl_biKch5gGOzawKB,ICICH44416238859,default,pay_MgKnkRFCfYZhHS,order_0Q48M6EMPD9CdO,,upi,,,,
pay_CFMSPOUf1u78Eg,payment,0.00,28881.00,28881.00,INR,0.00,0.00,false,true,2026-08-08T08:48:00,2026-08-10T11:00:00,setl_biKch5gGOzawKB,ICICH44416238859,default,pay_CFMSPOUf1u78Eg,order_A1zoAM7nC9NAeu,,upi,,,,
pay_4S3fy6U9wCqrOK,payment,0.00,3428.23,3490.00,INR,61.77,9.42,false,true,2026-08-08T09:27:00,2026-08-10T11:00:00,setl_biKch5gGOzawKB,ICICH44416238859,default,pay_4S3fy6U9wCqrOK,order_rcwXtxXrTxIX7i,,netbanking,,,,
pay_EqcPd2NfIp6e67,payment,0.00,667.86,684.00,INR,16.14,2.46,false,true,2026-08-08T16:58:00,2026-08-10T11:00:00,setl_biKch5gGOzawKB,ICICH44416238859,default,pay_EqcPd2NfIp6e67,order_LNVCOqSBKa3oMD,,card,Amex,Axis Bank,credit,
pay_bI97ThiTd9PSbh,payment,0.00,1354.00,1354.00,INR,0.00,0.00,false,true,2026-08-08T12:12:00,2026-08-10T11:00:00,setl_biKch5gGOzawKB,ICICH44416238859,default,pay_bI97ThiTd9PSbh,order_gC4kwn7vU43HyH,,upi,,,,
pay_Su3x5FkgcwnfGW,payment,0.00,5762.71,5902.00,INR,139.29,21.25,false,true,2026-08-08T22:45:00,2026-08-10T11:00:00,setl_biKch5gGOzawKB,ICICH44416238859,default,pay_Su3x5FkgcwnfGW,order_5D14SOexpmT7n4,,card,Amex,SBI Cards,debit,
pay_iBAQq0ZthICeWp,payment,0.00,1060.37,1086.00,INR,25.63,3.91,false,true,2026-08-08T17:41:00,2026-08-10T11:00:00,setl_biKch5gGOzawKB,ICICH44416238859,default,pay_iBAQq0ZthICeWp,order_emeHbo8p5BIRU7,,card,RuPay,Axis Bank,credit,
pay_QKuReTQDOJ18m6,payment,0.00,654.19,670.00,INR,15.81,2.41,false,true,2026-08-08T07:40:00,2026-08-10T11:00:00,setl_biKch5gGOzawKB,ICICH44416238859,default,pay_QKuReTQDOJ18m6,order_GAbyfFA6ky1vso,,card,Amex,Kotak,credit,
pay_wBhCSL2yyEzXPY,payment,0.00,1397.00,1397.00,INR,0.00,0.00,false,true,2026-08-08T19:15:00,2026-08-10T11:00:00,setl_biKch5gGOzawKB,ICICH44416238859,default,pay_wBhCSL2yyEzXPY,order_Ul69TXtPVm9Y2p,,upi,,,,
pay_U6F1uKt4JJVNAu,payment,0.00,25326.63,25783.00,INR,456.37,69.62,false,true,2026-08-08T22:39:00,2026-08-10T11:00:00,setl_biKch5gGOzawKB,ICICH44416238859,default,pay_U6F1uKt4JJVNAu,order_B5jfGAHdbpZqZ4,,netbanking,,,,
pay_YiSvcvxByHJTFg,payment,0.00,21943.00,21943.00,INR,0.00,0.00,false,true,2026-08-08T07:28:00,2026-08-10T11:00:00,setl_biKch5gGOzawKB,ICICH44416238859,default,pay_YiSvcvxByHJTFg,order_LTOQYof0Geu6Dh,,upi,,,,
pay_MClJI6iuasoUSw,payment,0.00,32689.00,32689.00,INR,0.00,0.00,false,true,2026-08-08T14:49:00,2026-08-10T11:00:00,setl_biKch5gGOzawKB,ICICH44416238859,default,pay_MClJI6iuasoUSw,order_vYDPbmFY88WdIo,,upi,,,,
pay_JV8eJvmfIoT5QZ,payment,0.00,770.00,770.00,INR,0.00,0.00,false,true,2026-08-08T19:07:00,2026-08-10T11:00:00,setl_biKch5gGOzawKB,ICICH44416238859,default,pay_JV8eJvmfIoT5QZ,order_tudOxuAwNf9bp1,,upi,,,,
pay_1WdDH8XwKcumhN,payment,0.00,4296.00,4296.00,INR,0.00,0.00,false,true,2026-08-08T22:48:00,2026-08-10T11:00:00,setl_biKch5gGOzawKB,ICICH44416238859,default,pay_1WdDH8XwKcumhN,order_F5TGFJs4UJWR9J,,upi,,,,
pay_Ub8sH3HbmXOX2y,payment,0.00,35419.89,36276.00,INR,856.11,130.59,false,true,2026-08-08T17:43:00,2026-08-10T11:00:00,setl_biKch5gGOzawKB,ICICH44416238859,default,pay_Ub8sH3HbmXOX2y,order_jN1QzMmWaV8DnJ,,card,RuPay,ICICI Bank,credit,
pay_Kdgn4NkmivoN0N,payment,0.00,7354.00,7354.00,INR,0.00,0.00,false,true,2026-08-08T12:33:00,2026-08-10T11:00:00,setl_biKch5gGOzawKB,ICICH44416238859,default,pay_Kdgn4NkmivoN0N,order_RhAo43zjjqtW1e,,upi,,,,
pay_2BLYZYXcFCE8qk,payment,0.00,39845.00,39845.00,INR,0.00,0.00,false,true,2026-08-08T22:50:00,2026-08-10T11:00:00,setl_biKch5gGOzawKB,ICICH44416238859,default,pay_2BLYZYXcFCE8qk,order_9fxGEqPezjGZoG,,upi,,,,
pay_S6tXxMxSS1QBdQ,payment,0.00,3067.72,3123.00,INR,55.28,8.43,false,true,2026-08-08T16:41:00,2026-08-10T11:00:00,setl_biKch5gGOzawKB,ICICH44416238859,default,pay_S6tXxMxSS1QBdQ,order_Wmw6Nzfx4GNOa5,,netbanking,,,,
pay_o54covyTy16GB2,payment,0.00,11110.00,11110.00,INR,0.00,0.00,false,true,2026-08-08T20:05:00,2026-08-10T11:00:00,setl_biKch5gGOzawKB,ICICH44416238859,default,pay_o54covyTy16GB2,order_ZI5M2SuWRrX3I2,,upi,,,,
pay_G6bagBvmvDyFd8,payment,0.00,7856.00,7856.00,INR,0.00,0.00,false,true,2026-08-08T21:53:00,2026-08-10T11:00:00,setl_biKch5gGOzawKB,ICICH44416238859,default,pay_G6bagBvmvDyFd8,order_318tBTsA6HZ8im,,upi,,,,
pay_eiJScFYZe6ezQv,payment,0.00,1335.00,1335.00,INR,0.00,0.00,false,true,2026-08-08T19:00:00,2026-08-10T11:00:00,setl_biKch5gGOzawKB,ICICH44416238859,default,pay_eiJScFYZe6ezQv,order_kP338xfPUPmkSb,,upi,,,,
pay_W3WppIw9QhG7Dz,payment,0.00,4530.00,4530.00,INR,0.00,0.00,false,true,2026-08-08T11:25:00,2026-08-10T11:00:00,setl_biKch5gGOzawKB,ICICH44416238859,default,pay_W3WppIw9QhG7Dz,order_r2quToN7ohmCFh,,upi,,,,
pay_JjdvHJbe9F4ydw,payment,0.00,40048.00,40048.00,INR,0.00,0.00,false,true,2026-08-08T09:48:00,2026-08-10T11:00:00,setl_biKch5gGOzawKB,ICICH44416238859,default,pay_JjdvHJbe9F4ydw,order_RjXbRYBIwO6mcy,,upi,,,,
pay_14ql6Smd08Haej,payment,0.00,44793.00,44793.00,INR,0.00,0.00,false,true,2026-08-08T11:21:00,2026-08-10T11:00:00,setl_biKch5gGOzawKB,ICICH44416238859,default,pay_14ql6Smd08Haej,order_HB3z7qsWg0j1D4,,upi,,,,
pay_v4fuuuzTRjxTVz,payment,0.00,4040.00,4040.00,INR,0.00,0.00,false,true,2026-08-08T07:12:00,2026-08-10T11:00:00,setl_biKch5gGOzawKB,ICICH44416238859,default,pay_v4fuuuzTRjxTVz,order_4nVwV1ivSZ5dlu,,upi,,,,
pay_1Lk46trCBvDnzP,payment,0.00,37757.00,37757.00,INR,0.00,0.00,false,true,2026-08-08T08:25:00,2026-08-10T11:00:00,setl_biKch5gGOzawKB,ICICH44416238859,default,pay_1Lk46trCBvDnzP,order_QYdq4kFQikbHwa,,upi,,,,
pay_reYfINmS6Utj0L,payment,0.00,27314.00,27314.00,INR,0.00,0.00,false,true,2026-08-08T16:26:00,2026-08-10T11:00:00,setl_biKch5gGOzawKB,ICICH44416238859,default,pay_reYfINmS6Utj0L,order_8c7KgWaBB7GKmd,,upi,,,,
